mol_smiles	conductivity
O=C([Au])NCC(CN[Cu])NCCCCCF	1
CC(CCNCC(C)O[Cu])NC(=O)[Au]	0
CN(CCO[Cu])CCOCCOC(=O)[Au]	1
COCC(C)(CN[Cu])OC(=O)[Au]	0
O=C([Au])NC(CCCN[Cu])C(=O)O	0
CC(COCC#CC(C)(C)OC(=O)[Au])O[Cu]	0
COC(=O)CN(CCNC(=O)[Au])CCO[Cu]	1
CC(COC(=O)[Au])SCCO[Cu]	1
CC(CCN(C)CCOCCN[Cu])OC(=O)[Au]	1
CC(CC(=O)NCCN[Cu])NC(=O)[Au]	0
CCC(CNCCOCCCO[Cu])OC(=O)[Au]	1
CCC(C)C(C)(CNCC(C)OC(=O)[Au])O[Cu]	0
C=C(CCOC(=O)[Au])CO[Cu]	0
CCCCCCC(NC(=O)[Au])C(C)O[Cu]	0
CC(CCO[Cu])OC(=O)[Au]	1
CC(CCO[Cu])SCCOCCOC(=O)[Au]	1
CCCC(C)NC(COC(=O)[Au])C(C)O[Cu]	0
CCC(CC)(CNC(=O)CN[Cu])NC(=O)[Au]	0
CC(CCN(C)CCOCCN[Cu])OC(=O)[Au]	1
CC(C)(CNCCCCCCO[Cu])OC(=O)[Au]	0
CCC(OC(=O)[Au])C(=O)OCC(C)(C)O[Cu]	0
CC(C)(CNCCCCN[Cu])NC(=O)[Au]	0
CC(CSCCO[Cu])(OC(=O)[Au])C(F)F	0
CC(C)CCN(CCO[Cu])CC(C)OC(=O)[Au]	0
CC(C)(CC(=O)NCCCCNC(=O)[Au])N[Cu]	0
CCSCCN(CCN[Cu])CCOC(=O)[Au]	1
CCCN(CC(C)OC(=O)[Au])CC(C)(C)O[Cu]	0
C=CCCCN(CCN[Cu])CCOC(=O)[Au]	1
CCOCC(CN(C)CCNC(=O)[Au])O[Cu]	0
CC(NCCN(C)CCOC(=O)[Au])C(C)O[Cu]	1
CC(C)C(CN(C)C(C)(C)COC(=O)[Au])O[Cu]	0
N#CCN(CCOCCO[Cu])CCOC(=O)[Au]	1
CC(CO[Cu])OCC(C)OC(=O)[Au]	1
CCC(CNC(=O)C(C)(CC)OC(=O)[Au])O[Cu]	0
O=C([Au])OCCNCCNCCO[Cu]	1
CC(C)(COC(=O)[Au])O[Cu]	0
CN(CC(N)=O)CC(CO[Cu])OC(=O)[Au]	1
CC(C)(COC(=O)[Au])C(=O)NCCCCO[Cu]	0
O=C([Au])OCCOCCOCCN[Cu]	1
NC(=O)CNC(=O)C(CCCNC(=O)[Au])N[Cu]	1
CC(CCNC(=O)C(C)OC(=O)[Au])CCO[Cu]	0
CCOCCC(CNC(C)CO[Cu])OC(=O)[Au]	1
CCCC(C)CN(CCN[Cu])CCNC(=O)[Au]	1
C=CC(COC(=O)[Au])NC(=O)CNCCN[Cu]	1
O=C([Au])OCC(CO[Cu])NCCOCC(F)F	1
CC(CO[Cu])N(C)CCOCCOC(=O)[Au]	1
CCN(CC(C)(C)OC(=O)[Au])C(=O)CO[Cu]	0
CON(C)C(=O)CC(CNC(=O)[Au])O[Cu]	1
CC(C)COCCNC(CN[Cu])CNC(=O)[Au]	1
CN(CC(CO[Cu])OC(=O)[Au])C(=O)CC(=O)O	0
CC(C)(C)C(CNC(=O)[Au])O[Cu]	0
O=C(CCCCCO[Cu])NCC#CCOC(=O)[Au]	0
CCC(CC#N)N(CCNC(=O)[Au])CCO[Cu]	0
C=CCN(CCNC(=O)[Au])CCO[Cu]	1
C=CCC(CNC(=O)[Au])O[Cu]	0
COCCCN(CCNC(=O)[Au])CCO[Cu]	1
CC(C)(COC(=O)[Au])NC(=O)CCCCO[Cu]	0
CC(CNC(=O)COCCN[Cu])NC(=O)[Au]	1
CCC(CNCC(C)CC(C)O[Cu])OC(=O)[Au]	0
COC(CN[Cu])C(=O)N(C)CCNC(=O)[Au]	0
O=C([Au])NCC(O[Cu])C(F)(F)C(F)(F)F	0
CCN(CCCCO[Cu])CCOC(=O)[Au]	1
NC(CCOC(=O)[Au])=NOCCOCCO[Cu]	1
CC(CO[Cu])(COC(=O)[Au])C(=O)OCC#N	0
CCC(COC(=O)[Au])(N[Cu])NC(C)=CC=CN	0
CCN(CC(N)=O)CC(OC(=O)[Au])C(C)O[Cu]	1
CCN(CC)CCNCC(CO[Cu])OC(=O)[Au]	1
CC(N[Cu])C(=O)NC(=N)SCCNC(=O)[Au]	0
COCCN(CC#N)CC(COC(=O)[Au])O[Cu]	1
CC(CNCCCOC(=O)[Au])O[Cu]	1
CNC(=O)N(CC(C)O[Cu])C(C)COC(=O)[Au]	0
CC(O[Cu])C(C)C(C)OC(=O)[Au]	0
COC(C)CC(=O)NCC(CN[Cu])OC(=O)[Au]	0
N#CCN(CCCOC(=O)[Au])CCO[Cu]	1
CC(N[Cu])C(=O)NC(COC(=O)[Au])C(N)=O	0
CC=CCC(COC(=O)[Au])NC(=O)CCO[Cu]	0
CC(C)CCC(COC(=O)[Au])N[Cu]	0
O=C([Au])OCCN(CCCCCF)CCO[Cu]	1
COCCCCN(C)CC(CO[Cu])OC(=O)[Au]	1
O=C(CC(CN[Cu])OC(=O)[Au])NCCC(F)F	0
CCC(NC(=O)CCNC(=O)[Au])C(C)(C)O[Cu]	0
CSCCNCC(COC(=O)[Au])O[Cu]	1
O=C([Au])OCCOCCOCCN[Cu]	1
CC(=O)C(C)(CN(C)CCCO[Cu])OC(=O)[Au]	0
CC(CO[Cu])N(C)CCOCCOC(=O)[Au]	1
O=C([Au])OCCCCCCCO[Cu]	1
CC(COC(=O)[Au])SCCCO[Cu]	0
COC(CN(C)CC(CO[Cu])OC(=O)[Au])OC	1
O=C([Au])OCC(CO[Cu])NCCOCC(F)F	1
CCCN(CCC)CC(CO[Cu])OC(=O)[Au]	0
CC(CCOC(=O)[Au])SCCO[Cu]	1
CCN(CCOCCO[Cu])CCOC(=O)[Au]	1
CCC(=O)CNCC(CO[Cu])OC(=O)[Au]	1
CCCCCCC(COC(=O)[Au])O[Cu]	0
CC(CNCCN(C)CCO[Cu])OC(=O)[Au]	1
CCSCCN(CCO[Cu])CCOC(=O)[Au]	1
CCCC(CC(=O)OCCOC(=O)[Au])O[Cu]	0
CCC(COC(=O)[Au])NCCC(C)(C)O[Cu]	0
CCOCCN(CCO[Cu])CC(C)OC(=O)[Au]	1
CC(C)NC(=S)NCC(CO[Cu])OC(=O)[Au]	0
COCC(CNC(=O)COC(=O)[Au])O[Cu]	1
C=CC(COC(=O)[Au])NC(=O)CNCCN[Cu]	1
CC(C)CC(CNC(=O)CO[Cu])OC(=O)[Au]	0
CC(CCCCO[Cu])NC(=O)CCOC(=O)[Au]	0
CC(CN(C)CCOCCN[Cu])OC(=O)[Au]	1
C#CCCN(C)CC(C)(CO[Cu])COC(=O)[Au]	0
CC(CCN[Cu])NCC(CNC(=O)[Au])C(C)C	0
CCC(F)(F)CN(CCN[Cu])CCOC(=O)[Au]	0
CCN(CCN[Cu])CC(COC)OC(=O)[Au]	1
CCCC(CN(C)CCO[Cu])OC(=O)[Au]	1
CN(CCOCCOC(=O)[Au])CC(C)(C)N[Cu]	0
CC(=O)CN(CCO[Cu])CCOC(=O)[Au]	1
CC(C)COCC(CNCCNC(=O)[Au])O[Cu]	1
CCN(CC)CC(OC(=O)[Au])C(C)O[Cu]	0
CC(CCOC(=O)CC(C)OC(=O)[Au])O[Cu]	0
COCCCN(C)CC(OC(=O)[Au])C(C)O[Cu]	0
O=C(COCCO[Cu])NCC(CF)OC(=O)[Au]	1
CC(CC(C)(C)O[Cu])NCC(C)OC(=O)[Au]	0
NC(=O)CCC(=O)NCC(CO[Cu])OC(=O)[Au]	1
CCN(CC(N)=O)CC(OC(=O)[Au])C(C)O[Cu]	1
CC(CN(C)CC(OC(=O)[Au])C(C)C)O[Cu]	0
CC(CO[Cu])SC(C)C(C)OC(=O)[Au]	0
O=C([Au])NCCOCCOCCOCCO[Cu]	1
CCC(CNCC=CCO[Cu])OC(=O)[Au]	1
CC(CCOC(=O)[Au])N[Cu]	0
O=C([Au])OCCNCCNCCO[Cu]	1
C=CC(COC(=O)[Au])NCCOCCO[Cu]	1
N#CCCCCNCC(COC(=O)[Au])O[Cu]	1
COC(=O)NC(CO[Cu])COC(=O)[Au]	0
N#CN(CCO[Cu])CCOC(=O)[Au]	0
CCN(CC)CC(CO[Cu])NC(=O)[Au]	1
N#CCN(CCCOC(=O)[Au])CCO[Cu]	1
CC(CCOC(=O)[Au])NC(=O)C(N[Cu])C(C)C	0
O=C([Au])NCC(CN[Cu])NCCCCCF	1
COCCCCN(CCO[Cu])CCOC(=O)[Au]	1
C=C(CO[Cu])C(=O)N(C)CC(C)(C)OC(=O)[Au]	0
CC(CNC(=O)CN[Cu])CC(C)OC(=O)[Au]	0
CC(CONC(=O)C(C)CNC(=O)[Au])N[Cu]	0
C=CC(OC(=O)[Au])C(=O)N(C)CC(C)(C)O[Cu]	0
CN(CCNC(=O)[Au])CCOCCN[Cu]	1
CCOCCNC(=O)C(NC(=O)[Au])C(C)O[Cu]	0
CC(CCCC(C)(C)O[Cu])NCCOC(=O)[Au]	0
O=C([Au])OCCSCCSCCO[Cu]	1
COCC(CO[Cu])OC(=O)[Au]	1
CC(C(N)=O)N(C)CC(CNC(=O)[Au])O[Cu]	0
CN(CCO[Cu])CCOC(=O)[Au]	1
CC(C)NCC(=O)NCC(COC(=O)[Au])O[Cu]	0
CCNC(=S)NCC(CO[Cu])OC(=O)[Au]	0
C=CC(CO[Cu])NCC(COCC)OC(=O)[Au]	1
CCC(C)(O[Cu])C(=O)NCC#CCOC(=O)[Au]	0
COCCC(CNCCC(C)OC(=O)[Au])N[Cu]	1
O=C([Au])NCCC(N[Cu])P(=O)(O)O	0
C#CCOCCN(CCO[Cu])CCOC(=O)[Au]	1
O=C([Au])OC(CO[Cu])(C(F)(F)F)C(F)(F)F	0
CC(C)(C)CC(COC(=O)[Au])N[Cu]	0
C#CCCN(CCCOC(=O)[Au])CCO[Cu]	1
CCCCCC(CNCCOC(=O)[Au])O[Cu]	1
COC(=O)C(C)NC(=O)C(CN[Cu])OC(=O)[Au]	1
CC(CC(=O)OCC(C)(C)OC(=O)[Au])O[Cu]	0
O=C([Au])OCCNNCCO[Cu]	1
CC(CCOC(=O)[Au])N(C)CCO[Cu]	0
O=C(CCO[Cu])NCCNCCOC(=O)[Au]	1
CCC(C)C(C)(CNC(=O)CO[Cu])OC(=O)[Au]	0
CC(CSCCC(O[Cu])C(C)C)OC(=O)[Au]	0
O=C(O)CC(CO[Cu])OC(=O)[Au]	0
CCCCC(C)N(CCN[Cu])CCOC(=O)[Au]	0
CC(C)(CC(=O)NCCCO[Cu])OC(=O)[Au]	0
C=CCN(C)CC(COC(=O)[Au])O[Cu]	1
CCOCCC(=O)NCC(CO[Cu])OC(=O)[Au]	1
CCN(CCCO[Cu])CCOCCNC(=O)[Au]	1
COCC(O[Cu])C(=O)OCC(C)OC(=O)[Au]	0
CC(CO[Cu])NCC(C)OC(=O)[Au]	0
CC(CCN(C)CCOCCOC(=O)[Au])O[Cu]	1
CC(C)(C)CC(C)(COC(=O)[Au])O[Cu]	0
CCN(CCCO[Cu])CCCOC(=O)[Au]	1
O=C([Au])NC(CCCCCN[Cu])C(=O)O	0
COC(=O)C(C)NC(=O)C(CN[Cu])OC(=O)[Au]	1
CC(CNC(=O)CCO[Cu])CC(C)OC(=O)[Au]	0
CC(CCO[Cu])NCC(C)(C)OC(=O)[Au]	0
C=CC(COC(=O)[Au])NC(=O)CNCCN[Cu]	1
CC(CNC(C)(C)CCOC(=O)[Au])O[Cu]	0
CCC(C)(O[Cu])C(=O)N(C)CC(C)OC(=O)[Au]	0
CCCC(OC(=O)[Au])C(=O)OCCCO[Cu]	1
CN(CCNC(=O)[Au])C(=O)CC(C)(C)CN[Cu]	0
CCN(CCN[Cu])CCOCCNC(=O)[Au]	1
CCC(CNCC(CN(C)C)O[Cu])OC(=O)[Au]	0
CCN(CCOCCO[Cu])CC(C)OC(=O)[Au]	1
CC(NCCOCCCO[Cu])C(C)OC(=O)[Au]	1
CCOC(=O)CN(CCO[Cu])CCOC(=O)[Au]	1
CC(NCCCCOC(=O)[Au])C(C)O[Cu]	0
CC(C)C(COC(=O)[Au])NCCC(C)(C)O[Cu]	0
CC(CCO[Cu])SCCOCCOC(=O)[Au]	1
CCSCCN(CCN[Cu])CCOC(=O)[Au]	1
CCCCC(CNCC(CC)O[Cu])OC(=O)[Au]	0
O=C([Au])OCCN(CCCO[Cu])CC(F)F	1
CCCN(CCO[Cu])CCOC(=O)[Au]	1
CCOCC(CN(C)CCCNC(=O)[Au])O[Cu]	0
O=C([Au])OCCN(CCF)CCOCCO[Cu]	1
O=C([Au])NCCNCCNCCN[Cu]	1
CN(CCNC(=O)[Au])CCOCCN[Cu]	1
O=C([Au])OCCOCCCCOCCO[Cu]	1
C[Si](C)(C)CNC(=O)C(CN[Cu])NC(=O)[Au]	0
O=C([Au])OCCCCOCCCCO[Cu]	1
CC(C)CC(N[Cu])C(=O)NC(C)CNC(=O)[Au]	0
CCOC(=O)C(CO[Cu])COC(=O)[Au]	0
CCC(NC(=O)[Au])C(=O)NCC(N[Cu])C(C)C	0
C=CC(C)(O[Cu])C(=O)NCCOC(=O)[Au]	1
CC(C)(CCCN[Cu])NC(=O)CCNC(=O)[Au]	0
O=C([Au])OCCOCCOCCO[Cu]	1
CC(C)C(CCO[Cu])NC(=O)CNC(=O)[Au]	0
CC(NCCCCO[Cu])C(C)(C)COC(=O)[Au]	0
CC(=O)NCC(=O)NC(CO[Cu])COC(=O)[Au]	0
CCN(CC(COC(=O)[Au])O[Cu])C(C)(C)C	0
CC(=O)SCC(CN[Cu])CNC(=O)[Au]	0
CC(CN(C)C(=O)C(C)(C)COC(=O)[Au])O[Cu]	0
O=C([Au])NCCOCC(=O)NCCN[Cu]	1
COCC(CNCCOC(=O)[Au])O[Cu]	1
CC(COC(=O)[Au])SCCO[Cu]	1
C=CC(COC(=O)[Au])NCCOCCO[Cu]	1
C=CCN(CCC#N)CC(CO[Cu])OC(=O)[Au]	1
O=C(NCC(F)F)NCC(COC(=O)[Au])O[Cu]	0
O=C([Au])NC(CO[Cu])C(=O)NCC=CCl	0
COC(CN(CCO[Cu])CCOC(=O)[Au])OC	1
C=CC(CO[Cu])NCCCOC(=O)[Au]	1
C=CCCCC(N[Cu])C(=O)N(C)CCNC(=O)[Au]	0
CCN(CCO[Cu])C(C)COC(=O)[Au]	0
O=C([Au])OCCNCCNCCO[Cu]	1
C=CC(C)(CNC(COC(=O)[Au])C(N)=O)O[Cu]	1
CC(CC#N)NC(=O)C(CNC(=O)[Au])O[Cu]	0
CCC(COC(=O)[Au])NCC(C)(C)O[Cu]	0
CCCCOCC(CNC(=O)[Au])O[Cu]	1
O=C(O)CN(CCCO[Cu])CCOC(=O)[Au]	0
CCN(CCCCCOC(=O)[Au])CCCO[Cu]	1
CC(O[Cu])C(C)N(C)CC(C)(C)COC(=O)[Au]	0
CC(C)N(CCO[Cu])CCOC(=O)[Au]	0
O=C([Au])NCC(=O)NCCOCCCN[Cu]	1
CC(NCC(=O)NCCOC(=O)[Au])C(C)O[Cu]	1
CC(C)(CNCC(C)(OC(=O)[Au])C(F)F)O[Cu]	0
C=CC(CNCCCOCCOC(=O)[Au])O[Cu]	1
CCCC(C)CN(CCN[Cu])CCNC(=O)[Au]	1
CC(CCCSCCOC(=O)[Au])O[Cu]	1
CN(CCO[Cu])CCOCCNC(=O)[Au]	1
CN(CCNC(=O)COC(=O)[Au])CCO[Cu]	1
C=C(CO[Cu])C(=O)NCCCOC(=O)[Au]	1
CN(CC(CC#N)OC(=O)[Au])CC(C)(C)O[Cu]	0
COCCN(CCCOC(=O)[Au])CCO[Cu]	1
O=C([Au])OCCN(CCCCCF)CCO[Cu]	1
COCCCN(CCO[Cu])CCOC(=O)[Au]	1
N#CCCCCN(CCO[Cu])CCOC(=O)[Au]	1
CCOCCN(CCCOC(=O)[Au])CCO[Cu]	1
C=CCOCC(CC)(CO[Cu])COC(=O)[Au]	0
C=CCN(CCO[Cu])CCOCCOC(=O)[Au]	1
CCCC(CC)N(CCN[Cu])CCNC(=O)[Au]	0
C=CCCC(CNCCOC(=O)[Au])O[Cu]	0
O=C([Au])OCCOCCCCOCCO[Cu]	1
COCCN(CCNC(=O)[Au])CCO[Cu]	1
C=CC(C)(O[Cu])C(=O)N(CC)CCOC(=O)[Au]	0
O=C(COC(F)F)NCC(COC(=O)[Au])O[Cu]	0
CN(C)CCNCC(CO[Cu])OC(=O)[Au]	1
COCC(CNC(=O)C(C)OC(=O)[Au])O[Cu]	1
O=C(CO[Cu])NCCCCCCOC(=O)[Au]	1
CCC(N[Cu])C(=O)N(C)CCCNC(=O)[Au]	0
CN(CCCOC(=O)[Au])CC(O[Cu])C(C)(C)C	0
O=C([Au])OCCN(CCO[Cu])CC(F)F	1
CN(CCOCCNC(=O)[Au])C(=O)CCN[Cu]	0
C=CCC(CNC(=O)C(C)O[Cu])COC(=O)[Au]	0
O=C([Au])NCCNCCCNCCN[Cu]	1
C=CC(CNC(COC(=O)[Au])C(=O)OC)O[Cu]	0
N#CCCN(CCC#N)CC(CO[Cu])OC(=O)[Au]	1
CC(CCOC(=O)[Au])C(C)N[Cu]	0
COCCN(CCCCOC(=O)[Au])CCO[Cu]	1
CC(CCO[Cu])NCCCCCOC(=O)[Au]	1
CCN(CCOC(=O)[Au])C(C)C(C)O[Cu]	0
N#CCCCCNCC(COC(=O)[Au])O[Cu]	1
CC(C)C(F)C(=O)NC(CO[Cu])COC(=O)[Au]	0
CN(CCCOC(=O)[Au])C(=O)CCCCO[Cu]	0
COCC(C)(O[Cu])C(=O)NCC(C)OC(=O)[Au]	0
CSC(C)C(=O)NC(CO[Cu])COC(=O)[Au]	0
CN(CCOCCN[Cu])CC(C)(C)OC(=O)[Au]	1
COCCN(CCO[Cu])CCOC(=O)[Au]	1
O=C([Au])OCCCOCCN[Cu]	1
O=C([Au])NCCCCCN[Cu]	0
CC(CCCCO[Cu])NC(=O)C(C)NC(=O)[Au]	0
C=CCN(CCC#N)CC(CO[Cu])OC(=O)[Au]	1
O=C([Au])NCCC(N[Cu])C(=O)NCC(F)(F)F	0
CC(CO[Cu])CN(C)CCOCCOC(=O)[Au]	1
CN(CCCN[Cu])C(=O)COCCNC(=O)[Au]	1
C=C(CO[Cu])C(=O)NCCCOC(=O)[Au]	1
C=C(Cl)C(CO[Cu])OC(=O)[Au]	0
CCN(CCOC(=O)[Au])CC(C)(O[Cu])C(=O)O	0
CC#CC(=O)NCC(C)(CO[Cu])COC(=O)[Au]	0
CSCCNCC(COC(=O)[Au])O[Cu]	1
CCN(CCN[Cu])CC(COC)OC(=O)[Au]	1
O=C(CCCF)NCC(COC(=O)[Au])O[Cu]	1
CC(C)(C)CC(CNC(=O)CO[Cu])OC(=O)[Au]	0
O=C([Au])NCCNCCCN[Cu]	1
O=C([Au])OCCCCOCCCCO[Cu]	1
CC(CCN[Cu])NC(=O)C(C)(C)CNC(=O)[Au]	0
NOCCNCC(COC(=O)[Au])O[Cu]	1
C=CCNCCN(CCN[Cu])CCNC(=O)[Au]	1
CC(CCO[Cu])SCCCCOC(=O)[Au]	1
CCOCCN(CCNC(=O)[Au])CCO[Cu]	1
CCN(CC(C)C#N)C(=O)C(CN[Cu])OC(=O)[Au]	0
CS(=O)(=O)CCNCC(COC(=O)[Au])O[Cu]	1
CCCC(COC(=O)[Au])NCC(CC)O[Cu]	0
CC(CN(C)CCOCCNC(=O)[Au])N[Cu]	1
COCCCCN(CCNC(=O)[Au])CCO[Cu]	1
CC(CN(C)C(=O)CCOC(=O)[Au])O[Cu]	0
CC(CCNC(=O)NCCN[Cu])NC(=O)[Au]	0
COC(CN[Cu])CC(=O)NCCNC(=O)[Au]	0
O=C([Au])OC(C(=O)NCCO[Cu])C(F)(F)F	0
CCCCCCN(CCN[Cu])CCNC(=O)[Au]	0
CC(CCN(C)C(=O)CCN[Cu])OC(=O)[Au]	0
O=C(CCCCOC(=O)[Au])NCCCCO[Cu]	1
CCC(C)(CNC(=O)CCOC(=O)[Au])O[Cu]	0
NC(=O)CNC(=O)C(CCCNC(=O)[Au])N[Cu]	1
CC(C)(CC(=O)CC(C)(C)OC(=O)[Au])O[Cu]	0
O=C([Au])OCC(N[Cu])C(=O)NCCOCCF	1
CC(COC(=O)C(C)O[Cu])OC(=O)[Au]	0
C=CC(C)(CC(=O)N(C)CCOC(=O)[Au])O[Cu]	0
CCC(C)(CNC(=O)COC(=O)[Au])O[Cu]	0
CC(NCCOCCCO[Cu])C(C)OC(=O)[Au]	1
O=C([Au])OCCCCCO[Cu]	1
O=C([Au])OCCCOCCCO[Cu]	1
O=C([Au])OCCOCCNCCOCCO[Cu]	1
O=C([Au])OCCOCCCN[Cu]	1
CC(CNCC(OC(=O)[Au])C(C)(C)C)CO[Cu]	0
CCOC(=O)CNC(=O)C(CN[Cu])OC(=O)[Au]	0
C=CC(CO[Cu])NC(=O)[Au]	0
C=CC(C)(CNC(COC(=O)[Au])C(N)=O)O[Cu]	1
O=C(CCCF)NCC(COC(=O)[Au])O[Cu]	1
CCOC(=O)C(CCCN[Cu])NC(=O)[Au]	0
CCC(CC)(CNCC(C)OC(=O)[Au])CO[Cu]	0
CC(N(C)CC(CO[Cu])OC(=O)[Au])C(C)(C)C	0
COCC(CCOC(=O)[Au])N[Cu]	0
C=CC(CO[Cu])NC(=O)COCCOC(=O)[Au]	1
CCC(CN(CCO[Cu])CCOC(=O)[Au])OC	1
O=C([Au])NCCNCCCN[Cu]	1
C=CC(O[Cu])C(=O)NC(CC)C(C)OC(=O)[Au]	0
C=CCNC(=O)NC(CO[Cu])COC(=O)[Au]	0
C#CCC(CO[Cu])NCC(C)OC(=O)[Au]	0
O=C([Au])OC(CNCCP(=O)(O)O)CO[Cu]	1
C=CCOCC(CNC(C)COC(=O)[Au])O[Cu]	0
C=CC(O[Cu])C(=O)NC(COC(=O)[Au])C(C)C	0
C=CC(COC(=O)[Au])NCC(CC)O[Cu]	0
CC(COC(=O)[Au])NCC(C)(O[Cu])C(F)F	0
COCCC(CN(C)CCCOC(=O)[Au])N[Cu]	1
O=C(O)CCC(=O)NC(CO[Cu])COC(=O)[Au]	0
C=CC(CO[Cu])NCCCOC(=O)[Au]	1
CC(CCCNC(=O)COC(=O)[Au])CO[Cu]	0
COCC(C)NCC(COC(=O)[Au])O[Cu]	0
CN(CCC#N)CC(OC(=O)[Au])C(C)(C)O[Cu]	0
CC(O[Cu])C(COC(=O)[Au])NCC(C)(C)C	0
CN(CCCCOC(=O)[Au])CCO[Cu]	1
COCC(CNC(C)CCO[Cu])OC(=O)[Au]	1
CCC(CNC(C)(CO[Cu])C(C)C)OC(=O)[Au]	0
C=CCCCCCN(CCN[Cu])CCNC(=O)[Au]	1
CC(C)(CCCOC(=O)[Au])CN[Cu]	0
CCN(CCOCCO[Cu])CCOC(=O)[Au]	1
C=CCCCN(CCN[Cu])CCOC(=O)[Au]	1
CC(CN[Cu])NC(=O)N(C)CCCNC(=O)[Au]	0
C=C(CO[Cu])C(=O)N(CCC)CCOC(=O)[Au]	0
CCN(CC(C)C#N)CC(COC(=O)[Au])O[Cu]	0
C=CCC(C)(COC(=O)[Au])N[Cu]	0
CCSCCNC(CN[Cu])CNC(=O)[Au]	1
O=C([Au])OCCOCCCOCCO[Cu]	1
CCCN(C)C(=O)C(CCN[Cu])NC(=O)[Au]	0
CCC=CCCCN(CCN[Cu])CCNC(=O)[Au]	1
CCN(CCCCCCOC(=O)[Au])CCO[Cu]	0
C=CC(O[Cu])C(=O)NCC(C)COC(=O)[Au]	0
CC(CN(C)CCOCCN[Cu])OC(=O)[Au]	1
O=C([Au])NCC(O[Cu])C(F)F	0
NOCCNCC(COC(=O)[Au])O[Cu]	1
CCCCC(CN[Cu])NC(=O)CNC(=O)[Au]	0
COC(=O)CN(CCNC(=O)[Au])CCO[Cu]	1
N#CCCS(=O)(=O)CC(CO[Cu])OC(=O)[Au]	0
N#CCCCN(CCCOC(=O)[Au])CCO[Cu]	0
CC(=O)C(C)SCC(COC(=O)[Au])O[Cu]	0
O=C([Au])OCCOCCN[Cu]	1
CCCCC(CN(C)CC(C)NC(=O)[Au])O[Cu]	0
COCCN(CCO[Cu])CCOC(=O)[Au]	1
CC(C)C(C)(CNC(=O)[Au])NCCN[Cu]	0
CCN(C)C(=O)CNC(CO[Cu])COC(=O)[Au]	0
COCCCN(CCO[Cu])CCOC(=O)[Au]	1
CCCC(O[Cu])C(=O)NCC(C)CNC(=O)[Au]	0
CC(CC(C)NC(=O)[Au])NCCC(C)(C)N[Cu]	0
CCOCC(=O)NC(CO[Cu])C(C)OC(=O)[Au]	0
CSCCCN(C)CC(CO[Cu])OC(=O)[Au]	0
CN(CC(N)=O)CC(CO[Cu])OC(=O)[Au]	1
C=CCCCCCN(CCN[Cu])CCNC(=O)[Au]	1
CN(CC(COC(=O)[Au])O[Cu])C(C)(C)C(=O)O	0
CC(CO[Cu])CN(C)CCOCCOC(=O)[Au]	1
C#CC(=O)NC(CO[Cu])C(CCC)OC(=O)[Au]	0
O=C([Au])OCCNCCO[Cu]	1
CCCCC(C)NCC(CO[Cu])OC(=O)[Au]	0
CCN(CCCCCOC(=O)[Au])CCCO[Cu]	1
CN(CCCCOC(=O)[Au])CCO[Cu]	1
C#CCNC(=O)C(CCCN[Cu])NC(=O)[Au]	0
O=C([Au])OCCN(CCO[Cu])CC(F)F	1
O=C([Au])NCCCCNCCCCN[Cu]	1
CC(CO[Cu])C(C)(C)OC(=O)[Au]	0
CC(CCO[Cu])NC(=O)CCCNC(=O)[Au]	0
COCC(NC(=O)[Au])C(=O)N(C)CCCN[Cu]	0
C=CC(C)(CNCCOCCO[Cu])OC(=O)[Au]	0
C=CC(CNCCCCCCOC(=O)[Au])O[Cu]	0
O=C([Au])NCC(=O)NCCOCCCN[Cu]	1
CC(O[Cu])C(=O)NCCC(OC(=O)[Au])C(=O)O	0
CNC(=O)C(N[Cu])C(C)OC(=O)[Au]	0
CC(CC(C)(C)C(C)(C)N[Cu])OC(=O)[Au]	0
CC(C)(CCO[Cu])CC(C)(C)COC(=O)[Au]	0
CCN(CCCNC(=O)[Au])CCOCCO[Cu]	1
C=CCN(C)CC(COC(=O)[Au])O[Cu]	1
CC(CCO[Cu])OC(=O)[Au]	1
CCCN(CCO[Cu])C(=O)COC(=O)[Au]	0
CNCC(CO[Cu])OC(=O)[Au]	1
O=C([Au])OCCOCCO[Cu]	1
CCCCCC(O[Cu])C(C)COC(=O)[Au]	0
CN(CCOCCN[Cu])CC(C)(C)OC(=O)[Au]	1
COCCCN(CCO[Cu])CCOC(=O)[Au]	1
CCOCCC(CN(C)CCNC(=O)[Au])O[Cu]	0
COCC(C)N(CCNC(=O)[Au])CCO[Cu]	0
O=C([Au])OCCSCCOCCO[Cu]	1
CCOCCC(CN(C)CCOC(=O)[Au])O[Cu]	1
CCCCC(=O)N(C)CC(COC(=O)[Au])O[Cu]	0
COCC(O[Cu])C(=O)OCCCOC(=O)[Au]	0
CC(C)OCCN(C)CC(CNC(=O)[Au])O[Cu]	1
C=CC(C)(CNC(COC(=O)[Au])C(N)=O)O[Cu]	1
CCC(C)(CNCC(C)O[Cu])OC(=O)[Au]	0
CCC(CO[Cu])C(=O)N(C)C(C)COC(=O)[Au]	0
O=C(CCCCCOC(=O)[Au])NCCN[Cu]	0
CC(C)N(CCCO[Cu])CCNC(=O)[Au]	1
C=CCCN(CCO[Cu])CCOC(=O)[Au]	1
NC(=O)CC(COC(=O)[Au])O[Cu]	0
CC(C)C(C)(OC(=O)[Au])C(=O)NCCO[Cu]	0
