mol_smiles	conductivity
CC(C)(CNCC(F)(F)CO[Cu])OC(=O)[Au]	0
N#CCCCC(=O)NCC(COC(=O)[Au])O[Cu]	0
C=CC(CNCC(C)OC(=O)[Au])O[Cu]	0
CCN(CCN[Cu])CCOCCNC(=O)[Au]	1
O=C([Au])OCCN(CCCO[Cu])CC(F)F	1
CCC(C)(O[Cu])C(=O)NCC=CCOC(=O)[Au]	0
CC(C)C(CNCCCCOC(=O)[Au])O[Cu]	0
O=C([Au])NCCSCCCSCCN[Cu]	1
O=C([Au])OCCSCCCCCCCO[Cu]	1
CC(C)C=CC(=O)NCC(CO[Cu])OC(=O)[Au]	0
COCCC(CN(C)CCCOC(=O)[Au])N[Cu]	1
CC(C)C#CC(=O)NC(CO[Cu])COC(=O)[Au]	0
CC(O[Cu])C(COC(=O)[Au])NC(=O)CC(F)F	0
CC(CNCC(CN(C)C)O[Cu])OC(=O)[Au]	0
CN(CCCCCCO[Cu])CCNC(=O)[Au]	1
CN(CCCCOC(=O)[Au])CCOCCO[Cu]	1
CC(C)COCCNC(CN[Cu])CNC(=O)[Au]	1
CC(C)COCC(CNCCNC(=O)[Au])O[Cu]	1
CNCC(C)(CN(C)CCCNC(=O)[Au])O[Cu]	0
O=C([Au])OCCNCCO[Cu]	1
CC(C)(OC(=O)[Au])C(=O)NCCOCCO[Cu]	1
O=C([Au])OCCCCNCCCCO[Cu]	1
C=CC(CNCCCOCCOC(=O)[Au])O[Cu]	1
C=C(Cl)CNC(=O)CC(CN[Cu])OC(=O)[Au]	0
CC(O[Cu])C(=O)NCC(COC(=O)[Au])C(C)C	0
O=C([Au])OCCCCCCCO[Cu]	1
C=CC(C)(CNC(COC(=O)[Au])C(N)=O)O[Cu]	1
COCCCN(CCO[Cu])CCOC(=O)[Au]	1
O=C([Au])OCC(COP(=O)(O)O)O[Cu]	0
O=C([Au])OCCN(CCCCCF)CCO[Cu]	1
C=CCN(CCCO[Cu])CCOC(=O)[Au]	1
O=C([Au])OCCSCCOCCO[Cu]	1
C=CC(C)(CNCCCCO[Cu])OC(=O)[Au]	0
O=C([Au])OCCSCCOCCO[Cu]	1
CC(CCO[Cu])NC(=O)C(C)NC(=O)[Au]	0
CNCCN(CCN[Cu])CCNC(=O)[Au]	1
CC(C)(OC(=O)[Au])C(=O)NCC(O[Cu])C(=O)O	0
CC(C)(C)OC(=O)C(COC(=O)[Au])N[Cu]	0
O=C([Au])OCCCNCCCO[Cu]	1
CCC(CNCC(C)CCCOC(=O)[Au])O[Cu]	0
CCCC(CCNC(=O)CCO[Cu])OC(=O)[Au]	0
CN(CCCCCCOC(=O)[Au])CCCO[Cu]	1
O=C([Au])OCCCCCOCCCCCO[Cu]	1
CCN(CCO[Cu])C(=O)C(OC(=O)[Au])C(C)C	0
CC(NCC#CCO[Cu])C(C)OC(=O)[Au]	0
O=C([Au])OCCCCCCCO[Cu]	1
CCCC=CC(=O)NCC(COC(=O)[Au])O[Cu]	0
CCN(CCCO[Cu])CCOCCNC(=O)[Au]	1
C=C(C)C(=O)NC(CO[Cu])C(C)OC(=O)[Au]	0
N#CCCN(CCCOC(=O)[Au])CCO[Cu]	1
CC(NC(=O)[Au])C(=O)NC(C)(C)CCCN[Cu]	0
N#CC(CO[Cu])NC(=O)COC(=O)[Au]	0
CC(C)N(CCO[Cu])CCOCCOC(=O)[Au]	1
O=C([Au])OCCSCCN[Cu]	1
CCN(CCCO[Cu])CCC(C)OC(=O)[Au]	0
O=C([Au])OCCOCCOC(=O)CO[Cu]	1
CN(CCCCCCCO[Cu])CCOC(=O)[Au]	1
CC(C)(CC(CNCCF)O[Cu])OC(=O)[Au]	0
CCC(CN(C)CC(C)N[Cu])OC(=O)[Au]	0
C=CCN(CCO[Cu])CCOCCOC(=O)[Au]	1
O=C([Au])OCCCNCC(O[Cu])C(F)(F)F	0
CCN(CCN[Cu])CC(C)NC(=O)[Au]	1
CCCCC(CNCCCCO[Cu])OC(=O)[Au]	0
CC(C)(CCNC(=O)CO[Cu])OC(=O)[Au]	0
COCC(CO[Cu])OC(=O)[Au]	1
COC(=O)C(CO[Cu])(COC(=O)[Au])C(=O)OC	0
CC(C)C(COC(=O)[Au])NCCOCCO[Cu]	1
CCCC(C)CN(CCN[Cu])CCNC(=O)[Au]	1
O=C([Au])NCCCCNCCCCN[Cu]	1
CCC(CN(CCO[Cu])CCOC(=O)[Au])OC	1
C=CCCN(CCO[Cu])CCOC(=O)[Au]	1
COCCCCCNC(CN[Cu])CNC(=O)[Au]	1
N=C(CO[Cu])NOCCCCCCOC(=O)[Au]	0
COCCCCN(C)CC(CO[Cu])OC(=O)[Au]	1
C#CC(C)(NC(=O)[Au])C(=O)NCCNCCO[Cu]	0
O=C(CCO[Cu])NCCCCCOC(=O)[Au]	1
C=CCN(CCNC(=O)[Au])CCO[Cu]	1
CONC(=O)C(NC(=O)[Au])C(C)(C)O[Cu]	0
O=C([Au])NCCOCC(=O)NCCN[Cu]	1
CC(CO[Cu])(NC(=O)[Au])C(=O)O	0
CC(C)COCCNC(CN[Cu])CNC(=O)[Au]	1
CCCN(C)CC(O[Cu])C(C)OC(=O)[Au]	0
O=C([Au])NCCNCCCNCCN[Cu]	1
CC(C)N(C)C(=O)C(CCN[Cu])NC(=O)[Au]	0
CN(CCCN[Cu])C(=O)C(C)(C)NC(=O)[Au]	0
CCC=C(C)C(=O)NCC(CN[Cu])OC(=O)[Au]	0
C=CC(CNCCCOCCOC(=O)[Au])O[Cu]	1
C=CCCN(CCO[Cu])CCOC(=O)[Au]	1
CC(C)(CCC(=O)NCC#CCO[Cu])OC(=O)[Au]	0
CC(CNCC(C)(C)OCCOC(=O)[Au])O[Cu]	1
CC(C)C(C)N(C)CC(OC(=O)[Au])C(C)O[Cu]	0
N#CCCCCNCC(COC(=O)[Au])O[Cu]	1
CC(CN(C)CC(OC(=O)[Au])C(C)(C)C)N[Cu]	0
CNCCN(CCN[Cu])CCNC(=O)[Au]	1
CCC(CNCC=CCO[Cu])OC(=O)[Au]	1
CN(CCCOC(=O)[Au])CCO[Cu]	1
CC=C(CC)C(=O)NC(CO[Cu])COC(=O)[Au]	0
COCCC(CN(C)CCCOC(=O)[Au])N[Cu]	1
CC(COC(=O)[Au])SCCO[Cu]	1
CNOCCNC(=O)C(CNC(=O)[Au])N[Cu]	0
CCCCCCCNC(CN[Cu])CNC(=O)[Au]	0
O=C([Au])OCC(F)(F)CO[Cu]	0
CC(O[Cu])C(CN(C)CCCF)OC(=O)[Au]	0
CCCN(CCOCCO[Cu])CCOC(=O)[Au]	1
CNC(=O)NC(CO[Cu])COC(=O)[Au]	0
CCC(O[Cu])C(=O)OCC(C)COC(=O)[Au]	0
O=C([Au])OCC(F)(F)C(F)(F)CO[Cu]	0
C=CCOCCN(CCO[Cu])CCOC(=O)[Au]	1
O=C([Au])OCCN(CCO[Cu])CC(F)F	1
COCCOCCNC(CO[Cu])COC(=O)[Au]	1
CN(CCOCCOC(=O)[Au])CC(C)(C)O[Cu]	1
C=CCC(CC=C)(CN[Cu])OC(=O)[Au]	0
CC(C)OCC(CNCCOC(=O)[Au])O[Cu]	1
CC(CNC(=O)CC(C)NC(=O)[Au])N[Cu]	0
CCN(CCCO[Cu])CC(OC(=O)[Au])C(C)C	0
N#CCCC(C#N)CNCC(COC(=O)[Au])O[Cu]	0
O=C([Au])OCCOCCCN[Cu]	1
C#CC(CO[Cu])NC(C)CCOC(=O)[Au]	0
CC(CO[Cu])(COC(=O)[Au])CSCCC#N	0
CC(CCOC(=O)[Au])CNC(=O)CCCN[Cu]	0
CNC(=O)CN(C)CC(O[Cu])C(C)OC(=O)[Au]	0
CSCCC(COC(=O)[Au])NCC(C)O[Cu]	0
CC(CO[Cu])(COC(=O)[Au])NC(=O)CC#N	0
CSCCN(C)CC(CO[Cu])OC(=O)[Au]	1
CC(C)OC(=O)CNCC(CO[Cu])OC(=O)[Au]	0
C=CCN(CCC#N)CC(OC(=O)[Au])C(C)O[Cu]	1
COCCCN(CCOC(=O)[Au])C(=O)CO[Cu]	0
CC(CCCCN[Cu])NCC(C)(C)NC(=O)[Au]	0
COCC(NCC(COC(=O)[Au])O[Cu])C(C)C	0
COCC(CN(C)CCO[Cu])OC(=O)[Au]	1
CC(C)C#CC(=O)NC(C)(CO[Cu])COC(=O)[Au]	0
CC(CCOC(=O)[Au])NCCCCCCO[Cu]	0
O=C([Au])OCCOCCOCCCN[Cu]	1
CCCC(CC(=O)NOCCOC(=O)[Au])O[Cu]	0
O=C(CCN[Cu])NCCOCCOC(=O)[Au]	1
O=C([Au])OCCCCCCCCO[Cu]	1
O=C(O)CC(CN[Cu])OC(=O)[Au]	0
CC#CCOCC(CO[Cu])OC(=O)[Au]	0
COC(C)CN(CCO[Cu])CCOC(=O)[Au]	0
COCC(CNCCOCCOC(=O)[Au])O[Cu]	1
CN(CCOC(=O)[Au])CO[Cu]	1
COCCNC(=O)NC(CO[Cu])COC(=O)[Au]	1
CC(CSCCOC(=O)[Au])SCCO[Cu]	1
CC(CCCCOC(=O)[Au])NCCCCO[Cu]	1
COCC(CNCCCO[Cu])OC(=O)[Au]	1
C=CCN(CCO[Cu])CCOCCOC(=O)[Au]	1
CCC(CO[Cu])C(=O)N(CC)CCOC(=O)[Au]	0
C=CC(CNCC(CC)N[Cu])OC(=O)[Au]	0
C=C(CO[Cu])C(=O)NC(C)(C)C(C)OC(=O)[Au]	0
CC(CN(C)C(=O)C(C)(C)OC(=O)[Au])O[Cu]	0
O=C([Au])NCC(=O)NCCOCCCN[Cu]	1
CCN(CCCCCOC(=O)[Au])CCCO[Cu]	1
CC(CCSC(C)CCOC(=O)[Au])O[Cu]	0
COCCC(CNCCC(C)OC(=O)[Au])N[Cu]	1
CC(Cl)=CC(=O)NCC(CO[Cu])OC(=O)[Au]	0
CCC(CCCNCC(C)OC(=O)[Au])O[Cu]	0
C=CC(OC(=O)[Au])C(=O)NC(C)CO[Cu]	0
CC(CNCC(C)NC(=O)[Au])N[Cu]	0
NC(=O)CN(CCCO[Cu])CCOC(=O)[Au]	1
CC(COC(=O)[Au])SCCO[Cu]	1
O=C(CCN[Cu])NCCOCCOC(=O)[Au]	1
CC(CN[Cu])N(C)CCCCCCOC(=O)[Au]	0
CC(CNCCN(C)CCO[Cu])OC(=O)[Au]	1
C=CC(COC(=O)[Au])NCCOCCO[Cu]	1
CC(CN[Cu])NC(=O)C(C)CNC(=O)[Au]	0
CN(CCOCCN[Cu])C(=O)CNC(=O)[Au]	0
O=C([Au])NCC(CN[Cu])NCCCCCF	1
CCN(CC)CC(CO[Cu])NC(=O)[Au]	1
COC(=O)CCNC(=O)C(CNC(=O)[Au])O[Cu]	0
COCCN(CCO[Cu])CCOC(=O)[Au]	1
O=C([Au])OCCCCCCCO[Cu]	1
COCCC(CNCCC(C)OC(=O)[Au])N[Cu]	1
CCCN(CCCOC(=O)[Au])CCO[Cu]	1
CC(C)=C(C)C(=O)NCC(COC(=O)[Au])O[Cu]	0
COCCCNC(=O)C(CO[Cu])NC(=O)[Au]	0
CCC(CCO[Cu])CNCC(C)OC(=O)[Au]	0
O=C([Au])OCCN(CCF)CCO[Cu]	1
NC(=O)CN(CCCO[Cu])CCOC(=O)[Au]	1
C=C(CO[Cu])C(=O)NCCCC(C)OC(=O)[Au]	0
O=C([Au])OCCCCCCCO[Cu]	1
CN(CC(C)(C)N[Cu])C(=O)CNC(=O)[Au]	0
CNCC(CO[Cu])OC(=O)[Au]	1
CNC(=S)N(C)CC(COC(=O)[Au])O[Cu]	0
CC(COC(=O)[Au])CSCCCCO[Cu]	1
CN(CCF)CC(COC(=O)[Au])O[Cu]	0
CCC(CC)(CN(C)C(=O)COC(=O)[Au])O[Cu]	0
CCCC(OC(=O)[Au])C(=O)OCCCO[Cu]	1
CCN(CCCNC(=O)[Au])CCOCCO[Cu]	1
CNCC(CO[Cu])OC(=O)[Au]	1
CC(C)(C)NCC(CNCCOC(=O)[Au])O[Cu]	0
CCN(CCN[Cu])CC(COC)OC(=O)[Au]	1
C=CCC(CC=C)(O[Cu])C(C)NC(=O)[Au]	0
C=CCN(CCOC)CC(COC(=O)[Au])O[Cu]	1
CN(CCNC(=O)[Au])C(=O)CCC(C)(C)N[Cu]	0
CC(CCO[Cu])NCC=CCOC(=O)[Au]	1
CCOC(=O)CC(CN[Cu])OC(=O)[Au]	0
O=C([Au])NCCCCCO[Cu]	0
CC(CCOC(=O)[Au])SCCO[Cu]	1
C=CC=CCC(=O)N(C)CC(COC(=O)[Au])O[Cu]	0
O=C([Au])OCC(CO[Cu])NCCOCC(F)F	1
COCCOCCNC(CO[Cu])COC(=O)[Au]	1
C#CCN(CC(OC(=O)[Au])C(C)O[Cu])C(C)C	0
C=CC=CCCN(CCNC(=O)[Au])CCO[Cu]	1
C=C(COC(=O)[Au])C(=O)NCC(CC)O[Cu]	0
CC(C)C(COC(=O)[Au])NCCOCCO[Cu]	1
CN(CCNC(=O)COC(=O)[Au])CCO[Cu]	1
CC(C)N(CCCCCO[Cu])CCNC(=O)[Au]	0
CCOCCC(=O)NCC(CO[Cu])OC(=O)[Au]	1
O=C([Au])OCCCCNCCCCO[Cu]	1
O=C(COC(=O)[Au])NC(CO[Cu])CC(F)F	0
O=C(COC(F)F)NC(CO[Cu])COC(=O)[Au]	0
CCN(CCNC(=O)[Au])CC(C)O[Cu]	0
CN(CCCO[Cu])CCNC(=O)[Au]	0
CC(C)COCC(CNCCNC(=O)[Au])O[Cu]	1
CC(CSCCOC(=O)[Au])SCCO[Cu]	1
COCC(C)(C)CNC(CO[Cu])COC(=O)[Au]	0
COCC(CN(C)CCCO[Cu])OC(=O)[Au]	1
CC(=O)CN(CCO[Cu])CCOC(=O)[Au]	1
COC(=O)CNC(=O)C(NC(=O)[Au])C(C)O[Cu]	0
CC(OC(=O)[Au])C(=O)NCC(C)(C)CCO[Cu]	0
CCC(CNCC(F)(F)CO[Cu])OC(=O)[Au]	0
CC(C)(C)C(COC(=O)[Au])NC(=O)CCN[Cu]	0
CC(CNC(=O)C(CCCC#N)N[Cu])NC(=O)[Au]	0
O=C([Au])NCC(CN[Cu])NCCCCCF	1
O=C([Au])OCCOCCOCCN[Cu]	1
CSCCNCC(COC(=O)[Au])O[Cu]	1
O=C([Au])OCCCO[Cu]	1
COC(=O)C(C)NC(=O)C(CN[Cu])OC(=O)[Au]	1
C=CC(C)(OC(=O)[Au])C(=O)NCC(C)CN[Cu]	0
C=CCCC(CN(C)C(C)CNC(=O)[Au])O[Cu]	0
CC(OC(=O)CNC(=O)[Au])C(N[Cu])C(=O)O	0
CCCCN(CC)C(=O)C(COC(=O)[Au])N[Cu]	0
CC=CCC(CO[Cu])NC(=O)[Au]	0
C=CC(CO[Cu])NCC(CCC)OC(=O)[Au]	0
CCC(CCOC(=O)[Au])CNC(=O)C(C)N[Cu]	0
C=CCOCCN(CCO[Cu])CCOC(=O)[Au]	1
CCOCCN(CCO[Cu])CC(C)OC(=O)[Au]	1
CN(CC(COC(=O)[Au])O[Cu])C(C)(C)C(N)=O	0
CCOCCCN(CCNC(=O)[Au])CCO[Cu]	1
C=CCN(CC(C)O[Cu])C(C)COC(=O)[Au]	0
CCCN(CCO[Cu])CCC(C)(C)OC(=O)[Au]	0
CSC(C)CNC(=O)C(COC(=O)[Au])N[Cu]	0
O=C(CCCF)NCC(COC(=O)[Au])O[Cu]	1
C=CC(C)(O[Cu])C(=O)NCCOC(=O)[Au]	1
C#CC(C)N(C)CC(O[Cu])C(C)OC(=O)[Au]	0
CC(C)CC(CO[Cu])NC(=O)C(C)NC(=O)[Au]	0
CCN(CCCO[Cu])CCCOC(=O)[Au]	1
CC(C)OCCN(C)CC(CNC(=O)[Au])O[Cu]	1
CCSCC(C)NC(CO[Cu])COC(=O)[Au]	0
CCN(CC)CC(CO[Cu])NC(=O)[Au]	1
C=C(COC(=O)[Au])C(=O)N(C)CCCCO[Cu]	1
CC(CCN(C)CCOCCOC(=O)[Au])O[Cu]	1
CCC(F)C(=O)NCC(CN[Cu])OC(=O)[Au]	0
CCOCC(CNCCCCOC(=O)[Au])O[Cu]	0
CCC(CNC(CCOC(=O)[Au])C(C)C)O[Cu]	0
CC(CC(C)OC(=O)[Au])NCC(C)O[Cu]	0
CCN(CCN[Cu])CCOCCNC(=O)[Au]	1
C=CC(C)(CC(=O)NCC#CCOC(=O)[Au])O[Cu]	0
O=C([Au])NCCN(CCF)CCO[Cu]	1
CC(=O)C(C)(C)NCC(CO[Cu])OC(=O)[Au]	0
CC(CCN[Cu])NC(=O)CC(C)(C)NC(=O)[Au]	0
C=C(COC(=O)[Au])C(=O)N(C)CCCCO[Cu]	1
O=C(O)CCN(CCO[Cu])CCOC(=O)[Au]	0
CCN(CCCCCOC(=O)[Au])CCCO[Cu]	1
COCC(CNC(CO[Cu])C(C)C)OC(=O)[Au]	0
O=C(CCCCCOC(=O)[Au])NOCCO[Cu]	1
C=CC(C)(CNCCC(C)(C)OC(=O)[Au])O[Cu]	0
CCOCCN(C)CC(CO[Cu])OC(=O)[Au]	0
CC(C)CC(COC(=O)[Au])NC(=O)CO[Cu]	0
C=CC(C)(C)C(=O)NC(CO[Cu])COC(=O)[Au]	0
CC(C)CCCN(CCO[Cu])CCOC(=O)[Au]	0
CCCC(CCCOC(=O)[Au])O[Cu]	0
CC(C)C(C)(COC(=O)[Au])NC(=O)CCN[Cu]	0
CN(CCCN[Cu])C(=O)COCCNC(=O)[Au]	1
CC(CNC(=O)COC(=O)[Au])CO[Cu]	0
CCC(CNCCC(C)CCO[Cu])OC(=O)[Au]	0
C=CC(C)(OC(=O)[Au])C(=O)NC(C)CN[Cu]	0
CCN(CC(N)=O)CC(OC(=O)[Au])C(C)O[Cu]	1
O=C(CN[Cu])NCCCOCCOC(=O)[Au]	1
C#CCN(CC#C)CC(COC(=O)[Au])O[Cu]	1
COCC(NC(=O)[Au])C(=O)NC(C)C(C)N[Cu]	0
CC(CCO[Cu])NCCCCCOC(=O)[Au]	1
O=C([Au])OCCSCCCCCCCO[Cu]	1
CCCC(CN(C)CCO[Cu])OC(=O)[Au]	1
CC(C)(N[Cu])C(=O)NCCOC(=O)[Au]	0
CC(CN[Cu])NC(=O)CCC(C)(C)NC(=O)[Au]	0
C=CC(C)(OC(=O)[Au])C(=O)NCC(C)N[Cu]	0
O=C([Au])OCCCCO[Cu]	1
CSCC(CN(C)CCOC(=O)[Au])O[Cu]	0
CC(C)(CNCC(CO[Cu])OC(=O)[Au])C(N)=O	0
O=C([Au])OCCOCCCOCCO[Cu]	1
CN(CCO[Cu])CCOCCNC(=O)[Au]	1
CC(CCO[Cu])N(C)CCCCCOC(=O)[Au]	1
C=CC(C)(CNC(CCC)COC(=O)[Au])O[Cu]	0
CN(CCO[Cu])CCN(C)CCOC(=O)[Au]	1
O=C([Au])OCCCO[Cu]	1
O=C([Au])NCCNCCNCCN[Cu]	1
C#CCOCCN(C)CC(COC(=O)[Au])O[Cu]	1
CC(N[Cu])C(=O)NOC(COC(=O)[Au])C(C)C	0
C=CC(CNCC(C)(C)COC(=O)[Au])O[Cu]	0
O=C([Au])OCCSCCOCCO[Cu]	1
CCCCCC(CNCCOC(=O)[Au])O[Cu]	1
CCCN(C)CC(CC(C)(C)OC(=O)[Au])O[Cu]	0
O=C([Au])NCCCCNCCCCN[Cu]	1
CCCCOCC(CNC(=O)[Au])O[Cu]	1
C#CCCC(CNC(=O)C(C=C)OC(=O)[Au])O[Cu]	0
C#CCNC(=O)C(OC(=O)[Au])C(C)(C)O[Cu]	0
O=C([Au])NCCOCCOCCOCCO[Cu]	1
CCN(CCNC(=O)COC(=O)[Au])CCO[Cu]	0
CC(C)C(OC(=O)[Au])C(=O)NCC#CCO[Cu]	0
O=C([Au])NCC(F)(F)CCN[Cu]	0
O=C([Au])NC(CCCCO[Cu])C(=O)O	0
O=C([Au])NCCN(CCF)CCO[Cu]	1
CC(CCC(C)(O[Cu])C(N)=O)CNC(=O)[Au]	0
O=C([Au])NCCOCCOCCN[Cu]	1
O=C([Au])NCCNCCN[Cu]	1
C=CCN(CCO[Cu])CCOCCOC(=O)[Au]	1
CCCCC(C)NC(CC)(CO[Cu])NC(=O)[Au]	0
CC(CNCCCCO[Cu])OC(=O)[Au]	0
CC(C)(C)C(NC(=O)[Au])C(C)(C)O[Cu]	0
CC(C)COC(=O)NC(CO[Cu])COC(=O)[Au]	0
CC(CO[Cu])C(C)OC(=O)[Au]	0
CC(C#N)(CO[Cu])NC(=O)[Au]	0
CC(C)C(COC(=O)[Au])NCCOCCO[Cu]	1
CCCC(C)CN(CCN[Cu])CCNC(=O)[Au]	1
CC(C)COCCNC(CN[Cu])CNC(=O)[Au]	1
C=CC(CO[Cu])NCCCCOC(=O)[Au]	1
CCC(CN(CCO[Cu])CCOC(=O)[Au])OC	1
CN(CCCN[Cu])C(=O)COCCNC(=O)[Au]	1
C=CC(CO[Cu])NCC(COCC)OC(=O)[Au]	1
C=CC(CO[Cu])NC(=O)C(CCC)OC(=O)[Au]	0
CC#CCC(COC(=O)[Au])NCC(C)O[Cu]	0
O=C([Au])NCCOCCOCCN[Cu]	1
CCC(CO[Cu])N(C)CC(OC(=O)[Au])C(C)C	0
CCN(CCN[Cu])CCOCCNC(=O)[Au]	1
CCN(CCOC(=O)[Au])CCC(C)(C)O[Cu]	0
CCN(CC)CCNCC(CO[Cu])OC(=O)[Au]	1
COCC(N[Cu])C(=O)N(C)CCNC(=O)[Au]	0
C=CCCCCCN(CCN[Cu])CCNC(=O)[Au]	1
CC(CCCCOC(=O)[Au])NCCCCO[Cu]	1
CONC(=O)CC(CNC(=O)[Au])O[Cu]	0
CC(CCNCC(C)(C)O[Cu])COC(=O)[Au]	0
COCCNCC(CO[Cu])OC(=O)[Au]	0
C=CC(CO[Cu])NCCCOC(=O)[Au]	1
C=C(N)C(=O)N(C)CC(COC(=O)[Au])O[Cu]	0
C=CC(CO[Cu])NC(=O)COCCOC(=O)[Au]	1
O=C([Au])NCCSCCSCCN[Cu]	1
O=C([Au])NCCCNCCNCCCN[Cu]	0
N#CCCN(CCCOC(=O)[Au])CCO[Cu]	1
CCC(COC(=O)[Au])NC(=O)C(C)O[Cu]	0
CC(C)OCCN(CCN[Cu])CCOC(=O)[Au]	1
CC=CC=CC(=O)NCC(COC(=O)[Au])O[Cu]	0
C=CC(CNCCCOCCOC(=O)[Au])O[Cu]	1
CC(O[Cu])C(=O)N(C)CC(C)(C)COC(=O)[Au]	0
COCC(CN(C)CCCNC(=O)[Au])O[Cu]	0
CC(=O)CN(CCO[Cu])CCOC(=O)[Au]	1
O=C([Au])OCC(CC(=O)C(=O)O)O[Cu]	0
C=CCN(CC=C)C(=O)C(NC(=O)[Au])C(C)O[Cu]	0
O=C(CCO[Cu])NCCCCCOC(=O)[Au]	1
O=C([Au])NCCNC(=O)C(CC(F)F)N[Cu]	0
CCC(C)NC(CCO[Cu])CCOC(=O)[Au]	0
O=C([Au])NCCCOCCOCCCN[Cu]	1
COCCCCCNC(CN[Cu])CNC(=O)[Au]	1
C=C(COC(=O)[Au])C(=O)N(C)CCCCO[Cu]	1
CN(CCO[Cu])CCN(C)CCOC(=O)[Au]	1
CC(CNC(=O)CC(C)(C)CN[Cu])NC(=O)[Au]	0
CN(CC(=O)N(C)C)CC(COC(=O)[Au])O[Cu]	1
CC(NCCN(C)CCOC(=O)[Au])C(C)O[Cu]	1
CCN(CCCCCOC(=O)[Au])CCCO[Cu]	1
COCCCCN(C)CC(CO[Cu])OC(=O)[Au]	1
CC(CC(=O)NCC(F)(F)CN[Cu])NC(=O)[Au]	0
COC(=O)C(CNCC(CF)O[Cu])OC(=O)[Au]	0
O=C([Au])NC(CCS)CO[Cu]	0
C=CC(CNCCOCCOC(=O)[Au])O[Cu]	1
C=CC(OC(=O)[Au])C(=O)OCCC(C)O[Cu]	0
CC(CO[Cu])NCCOC(=O)[Au]	1
CCC=CCCN(CCN[Cu])CCNC(=O)[Au]	1
O=C(CCCCOC(=O)[Au])NOCCO[Cu]	1
CCN(C)C(=O)CC(CNC(=O)[Au])O[Cu]	0
O=C([Au])NCCOCCOCCOCCO[Cu]	1
CC(=O)CN(C)C(=O)C(CN[Cu])NC(=O)[Au]	0
COC(=O)C(CNCC(C)COC(=O)[Au])O[Cu]	0
CCCC(CN(C)CCO[Cu])OC(=O)[Au]	1
CC(C)CN(CCO[Cu])CC(C)OC(=O)[Au]	0
CC#CCCNCC(CC(C)(C)O[Cu])OC(=O)[Au]	0
O=C(CCN[Cu])NCCOC(=O)[Au]	0
CN(C)C(=O)CNC(=O)C(CNC(=O)[Au])O[Cu]	0
CN(CCOC(=O)[Au])CC(O[Cu])C(C)(C)C	0
CCOCCC(=O)NCC(CO[Cu])OC(=O)[Au]	1
O=C([Au])OCCSCCN[Cu]	1
CC(CNCCOCCCO[Cu])OC(=O)[Au]	1
COCC(CNCCC(C)OC(=O)[Au])O[Cu]	1
COCCCCN(CCNC(=O)[Au])CCO[Cu]	1
CCN(CC(C)COC(=O)[Au])C(C)CO[Cu]	0
C=CC(O[Cu])C(=O)NOCCOC(=O)[Au]	0
CN(C)CCNCC(CO[Cu])OC(=O)[Au]	1
CC(CNCC(CF)OC(=O)[Au])O[Cu]	0
CN(CCCOC(=O)[Au])C(=O)C(C)(C)O[Cu]	0
CC(COC(=O)[Au])CN(C)CC(C)O[Cu]	0
N#CC(NC(=O)C(CN[Cu])NC(=O)[Au])C(N)=O	0
CCOCCCNC(=O)C(CO[Cu])NC(=O)[Au]	1
CCC(CNCC(CC)OC(=O)[Au])O[Cu]	0
CC(CC(=O)NC(C#N)CO[Cu])NC(=O)[Au]	0
CC(C)N(CCN[Cu])CCOC(=O)[Au]	0
COC(=O)C(CNCCC(C)OC(=O)[Au])O[Cu]	0
COCCCNCC(CO[Cu])OC(=O)[Au]	0
CCCCCCCCC(COC(=O)[Au])N[Cu]	0
CCC(CN(C)CCOC(=O)[Au])O[Cu]	0
CN(CCOC(=O)[Au])CO[Cu]	1
CC(CNCCOCCCO[Cu])OC(=O)[Au]	1
C=CC(OC(=O)[Au])C(=O)NCCOCCO[Cu]	1
O=C(CN[Cu])NCCCOCCOC(=O)[Au]	1
CC(C)(C#CC#CC(C)(C)NC(=O)[Au])N[Cu]	0
CCOCCC(=O)NCC(CO[Cu])OC(=O)[Au]	1
CCCCCC(C)NCC(CNC(=O)[Au])O[Cu]	0
CCCNC(=S)NC(CO[Cu])COC(=O)[Au]	0
CC(CO[Cu])OCC(C)OC(=O)[Au]	1
CCCCCC(CNCCOC(=O)[Au])O[Cu]	1
CC(CNC(=O)NCC=CCO[Cu])NC(=O)[Au]	0
O=C(CO[Cu])NCCCCCOC(=O)[Au]	1
N#CCCCCNC(=O)C(CNC(=O)[Au])N[Cu]	0
CC(C)(O[Cu])C(=O)NCCNCCOC(=O)[Au]	0
C#CCCCN(CCO[Cu])CC(C)OC(=O)[Au]	0
CC(CO[Cu])CN(C)CCOCCOC(=O)[Au]	1
O=C(CO[Cu])NC(COC(=O)[Au])C(=O)O	0
C[Si](C)(CN[Cu])CNC(=O)[Au]	0
CC(=O)NCCCNC(CO[Cu])COC(=O)[Au]	0
CCCC(CCOC(=O)[Au])O[Cu]	0
COC(C)(C)C(=O)NCC(COC(=O)[Au])O[Cu]	0
COCC(C)NC(CCO[Cu])CCOC(=O)[Au]	0
C=CCOCC(=O)NCC(CO[Cu])OC(=O)[Au]	0
CCOCCN(C)CC(OC(=O)[Au])C(C)O[Cu]	1
CC(C)(C)CN(CCCO[Cu])CCOC(=O)[Au]	0
COCCCCN(C)CC(CO[Cu])OC(=O)[Au]	1
C=C(C)CC(CO[Cu])NC(=O)C(=C)COC(=O)[Au]	0
